,0,1,2
41,52,0.0021272697663056754,0.003296007018484446
42,16,0.004895773959775263,0.009473735515237178
43,by,0.041944874195912384,0.055824976544127505
44,10,0.01069741877697256,0.024412384700678698
45,34,0.0028397524631544662,0.0028817214782682864
46,0400,0.007073935347284423,0.009583399334706161
47,07,0.004264717856852048,0.00534306498190547
48,edt,0.0038982981841869553,0.004953149179349085
49,55,0.0021476264147870694,0.002954830691247609
50,18,0.00630038270499145,0.007780038747882879
51,au,0.0010280107483103982,0.0012611339238933093
52,cs,0.00021374480905463726,0.000664075351228844
53,th,0.00047838123931275955,0.0002985292863322326
54,mu,1.0178324240697012e-05,0.00016449572920347513
55,psu,1.0178324240697012e-05,0.00020105033569313627
56,oz,0.0007633743180522759,0.000676260220058731
57,coe,1.0178324240697012e-05,6.701677856437875e-05
58,98,0.0009465841543848221,0.0007981089083576015
59,ac,0.002005129875417311,0.001736343808258904
60,30,0.006565019135249573,0.0063056696194665465
61,delta,3.0534972722091036e-05,0.00027415954867245854
62,40,0.0030433189479684066,0.005062812998818068
63,ict,1.0178324240697012e-05,0.00015231086037358809
64,0700,0.0030636755964498007,0.010935919774823624
65,32,0.0022697663056754336,0.002954830691247609
66,26,0.0029415357055614364,0.006512812389574626
67,g7mbqpw13260,1.0178324240697012e-05,3.0462172074717614e-05
68,25,0.006992508753358847,0.004575418245622586
69,re,0.000844800911977852,0.004209872180725975
70,sequences,1.0178324240697012e-05,0.0004325628434609901
71,window,0.0004580245908313655,0.0006031510070794088
72,subject,0.012590587085742204,0.02360818335790615
73,new,0.0068092989170263005,0.006196005799997563
74,vircio,1.0178324240697012e-05,0.0012733187927231964
75,tmda,1.0178324240697012e-05,0.000907772727826585
76,26919,1.0178324240697012e-05,0.0001035713850540399
77,deepeddy,1.0178324240697012e-05,0.0017485286770887911
78,1029943066,1.0178324240697012e-05,0.0001035713850540399
79,charset,0.007623564856282062,0.00534306498190547
80,type,0.014789105121732758,0.010972474381313286
81,ascii,0.0013333604755313086,0.0037224774275304924
82,text,0.014259832261216514,0.014640119899109285
83,plain,0.0028601091116358603,0.0074388624206460415
84,content,0.018188665418125558,0.015103144914644994
85,us,0.009374236625681948,0.007268274257027623
86,to,0.07742651249898216,0.08885815594195129
87,errors,0.0011908639361615503,0.004940964310519197
88,beenthere,0.0007226610210894878,0.004953149179349085
89,x,0.01920649784219526,0.04625985451266617
90,https,0.0011297939907173682,0.005550207752013549
91,subscribe,0.0011094373422359742,0.007329198601177058
92,list,0.010310642455826073,0.045211955793295885
93,mailman,0.0020661998208614933,0.0149081870133668
94,listinfo,0.0021476264147870694,0.011971633625364023
95,private,0.0007023043726080939,0.0010174365472955683
96,archive,0.0006615910756453058,0.004953149179349085
97,hit,0.0002951714029802133,0.0007859240395277145
98,pickmsgs,1.0178324240697012e-05,1.827730324483057e-05
99,19,0.006565019135249573,0.006780879503832141
100,04,0.004183291262926472,0.005123737342967503
101,ftoc,1.0178324240697012e-05,0.0002376049421827974
102,hits,3.0534972722091036e-05,0.007170795306388526
103,marking,1.0178324240697012e-05,9.138651622415284e-05
104,tkerror,1.0178324240697012e-05,1.827730324483057e-05
105,syntax,1.0178324240697012e-05,5.483190973449171e-05
106,error,0.0005801644817197296,0.0009565122031461331
107,expression,1.0178324240697012e-05,0.00017668059803336217
108,in,0.027735933555899355,0.04036237799900084
109,i,0.018107238824199984,0.02390062020982344
110,command,1.0178324240697012e-05,0.0004203779746311031
111,the,0.05871875254458106,0.08143757082455007
112,note,0.0008040876150150639,0.0005909661382495217
113,pick,0.00015267486361045517,0.0003594536304816679
114,if,0.01069741877697256,0.008121215075119717
115,hand,0.00031552805146160736,0.0005544115317598606
116,run,0.0005190945362755476,0.0014926464316611632
117,using,0.0012722905300871265,0.002552730019861336
118,is,0.022626414787069456,0.02548465315770876
119,version,0.00933352332871916,0.019684655594682524
120,sel,1.0178324240697012e-05,0.0001035713850540399
121,seq,1.0178324240697012e-05,0.00011575625388392694
122,kre,1.0178324240697012e-05,0.0002863444175023456
123,burt,1.0178324240697012e-05,4.264704090460466e-05
124,system,0.0014758570149010666,0.002552730019861336
125,cursor,7.124826968487908e-05,9.138651622415284e-05
126,steve,7.124826968487908e-05,0.00038382336814144196
127,smtp,0.00746071166843091,0.005001888654668632
128,76,0.0005190945362755476,0.0002376049421827974
129,66,0.003531878511521863,0.003015755035397044
130,218,0.00047838123931275955,0.0009686970719760202
131,196,0.0003358846999430014,0.00027415954867245854
132,scd,1.0178324240697012e-05,0.0012489490550634222
133,67,0.0006208777786825177,0.0006031510070794088
134,nnfmp,0.00021374480905463726,0.0003228990239920067
135,grp,0.00011196156664766712,0.0012489490550634222
136,n20,1.0178324240697012e-05,3.0462172074717614e-05
137,yahoo,0.0057914664929565995,0.0037590320340201537
138,0000,0.0022697663056754336,0.007524156502455251
139,mail,0.014076622424883967,0.007828778223202427
140,29,0.00483470401433108,0.0051724768182870515
141,46,0.0020865564693428873,0.0031254188548660274
142,egp,1.0178324240697012e-05,0.00034726876165178084
143,11764,1.0178324240697012e-05,1.827730324483057e-05
144,network,0.0010076540998290042,0.002235923430284273
145,invoked,0.00023410145753603127,0.0018703773653876616
146,qmail,0.00031552805146160736,0.002174999086134838
147,'zzzzteana,1.0178324240697012e-05,1.827730324483057e-05
148,com',7.124826968487908e-05,0.00011575625388392694
149,zzzzteana,1.0178324240697012e-05,0.001724158939429017
150,yahoogroups,1.0178324240697012e-05,0.002004410922516419
151,profile,9.16049181662731e-05,0.00038382336814144196
152,pyruse,1.0178324240697012e-05,4.264704090460466e-05
153,mime,0.007053578698803029,0.005976678161059596
154,delivered,0.004061151372038108,0.011277096102060461
155,mailing,0.004101864669000896,0.007987181517990959
156,0100,0.013099503297777053,0.0233766708501383
157,date,0.009903509486198192,0.0149081870133668
158,park,0.00011196156664766712,0.0001888654668632492
159,admiring,1.0178324240697012e-05,1.827730324483057e-05
160,museum,1.0178324240697012e-05,7.92016473942658e-05
161,a,0.06753318133702467,0.07391950675650977
162,are,0.013364139728035176,0.009948945399602773
163,restored,1.0178324240697012e-05,5.483190973449171e-05
164,crowds,1.0178324240697012e-05,1.827730324483057e-05
165,amphitheatre,1.0178324240697012e-05,1.827730324483057e-05
166,car,0.0003562413484243954,0.00015231086037358809
167,and,0.04738009934044459,0.044103132729776166
168,53,0.0037150883478544094,0.0022724780367739342
169,39,0.002391906196563798,0.002772057658799303
170,unknown,0.0015369269603452487,0.0014926464316611632
171,helo,0.0006819477241266998,0.003332561624974107
172,rhenium,5.089162120348506e-05,7.92016473942658e-05
173,194,0.0006412344271639117,0.000932142465486359
174,73,0.0015369269603452487,0.0004691174499506513
175,93,0.00031552805146160736,0.0005544115317598606
176,btinternet,7.124826968487908e-05,0.00015231086037358809
177,forteana,1.0178324240697012e-05,0.0008468483836771497
178,38,0.0021679830632684634,0.0026502089705004324
179,13,0.006137529517140298,0.009559029597046388
180,macintosh,3.0534972722091036e-05,0.00017668059803336217
181,5,0.019939337187525445,0.02597204791090424
182,edition,0.00023410145753603127,0.0006153358759092959
183,mailer,0.0033079553782265287,0.0034422254444430905
184,4,0.012590587085742204,0.01355566657324934
185,outlook,0.0014351437179382785,0.0015535707758105985
186,microsoft,0.005099340444589203,0.0034544103132729776
187,express,0.0013537171240127026,0.0004691174499506513
188,0410,1.0178324240697012e-05,0.00011575625388392694
189,e17hrt0,1.0178324240697012e-05,1.827730324483057e-05
190,00,0.00912995684390522,0.01511532978347488
191,message,0.00994422278316098,0.013446002753780356
192,0004gj,1.0178324240697012e-05,1.827730324483057e-05
193,contact,0.001842276687566159,0.0007249996953782793
194,reply,0.005140053741551991,0.0066102913402137226
195,an,0.006381809298917026,0.007926257173841524
196,on,0.01474839182476997,0.020050201659579134
197,ap,9.16049181662731e-05,0.0004203779746311031
198,who,0.00265654262682192,0.0031985280678453495
199,seized,1.0178324240697012e-05,3.0462172074717614e-05
200,security,0.0006615910756453058,0.001980041184856645
201,thursday,0.00011196156664766712,0.00034726876165178084
202,man,0.0001730315120918492,0.0005787812694196347
203,unidentified,1.0178324240697012e-05,1.827730324483057e-05
204,officers,9.16049181662731e-05,5.483190973449171e-05
205,moscow,1.0178324240697012e-05,4.264704090460466e-05
206,of,0.0381585375783731,0.04612582095553741
207,front,0.00021374480905463726,0.00024978981101268446
208,services,0.0015165703118638547,0.001431722087511728
209,ntv,1.0178324240697012e-05,1.827730324483057e-05
210,russia's,1.0178324240697012e-05,4.264704090460466e-05
211,federal,0.0006615910756453058,0.0003716384993115549
212,headquarters,5.089162120348506e-05,0.00012794112271381398
213,government,0.002371549548082404,0.0008102937771874885
214,had,0.0012315772331243384,0.002491805675711901
215,high,0.0018829899845289471,0.001163654973254213
216,talks,7.124826968487908e-05,0.00017668059803336217
217,demanded,1.0178324240697012e-05,3.0462172074717614e-05
218,officials,0.00015267486361045517,0.00024978981101268446
219,interfax,1.0178324240697012e-05,1.827730324483057e-05
220,he,0.0011705072876801563,0.0034665951821028647
221,moskvy,1.0178324240697012e-05,1.827730324483057e-05
222,said,0.0005394511847569417,0.003003570166567157
223,that,0.012733083625111961,0.02284053662162327
224,ekho,1.0178324240697012e-05,1.827730324483057e-05
225,agencies,0.0002544581060174253,0.0001888654668632492
226,radio,0.0004987378877941536,0.0018825622342175487
227,tass,1.0178324240697012e-05,1.827730324483057e-05
228,itar,1.0178324240697012e-05,1.827730324483057e-05
229,news,0.0012112205846429443,0.00406365375476733
230,wanted,0.00047838123931275955,0.0004691174499506513
231,reported,0.00013231821512906116,0.001456091825171502
232,one,0.005811823141437994,0.006025417636379145
233,outside,0.00015267486361045517,0.0001888654668632492
234,half,0.0001730315120918492,0.00040819310580121604
235,negotiations,1.0178324240697012e-05,7.92016473942658e-05
236,about,0.0038575848872241672,0.006256930144146998
237,continued,9.16049181662731e-05,0.00011575625388392694
238,hours,0.0015776402573080368,0.0003228990239920067
239,secure,0.0003562413484243954,0.00063970561356907
240,location,0.0001730315120918492,0.0002619746798425715
241,sponsor,9.16049181662731e-05,0.0005422266629299735
242,groups,0.00039695464538718346,0.0018216378900681135
243,unsubscribe,0.0025547593844149497,0.011642642166957073
244,egroups,7.124826968487908e-05,0.00063970561356907
245,irregulars,1.0178324240697012e-05,0.0002619746798425715
246,tb,3.0534972722091036e-05,0.00027415954867245854
247,tf,1.0178324240697012e-05,0.0002619746798425715
248,fetchmail,0.0028601091116358603,0.00781659335437254
249,localhost,0.01863651168471623,0.047514896002144535
250,9,0.008152837716798306,0.018198101597436303
251,imap,0.0019033466330103412,0.007828778223202427
252,out4,1.0178324240697012e-05,1.827730324483057e-05
253,103,0.0005801644817197296,0.0004934871876104254
254,ma,0.00021374480905463726,0.0002863444175023456
255,slip,3.0534972722091036e-05,5.483190973449171e-05
256,249,0.00013231821512906116,5.483190973449171e-05
257,prserv,3.0534972722091036e-05,1.827730324483057e-05
258,net,0.04306448986238905,0.05805480753999683
259,unverified,0.00019338816057324322,7.92016473942658e-05
260,sender,0.0022086963602312515,0.006403148570105642
261,request,0.002391906196563798,0.014055246195274708
262,help,0.0033486686751893167,0.006342224225956207
263,mailto,0.005404690171810113,0.020793478658202243
264,issue,0.0004173112938685775,0.0012611339238933093
265,pc,0.0005190945362755476,0.0010539911537852296
266,world,0.0013130038270499145,0.0026380241016705453
267,magazine,0.00027481475449881934,0.00016449572920347513
268,september,7.124826968487908e-05,0.0010905457602748906
269,it,0.01277379692207475,0.018929193727229527
270,warn,1.0178324240697012e-05,3.0462172074717614e-05
271,harbinger,1.0178324240697012e-05,1.827730324483057e-05
272,viruses,0.0001730315120918492,0.00014012599154370105
273,be,0.016071573976060582,0.013104826426543517
274,may,0.012102027522188747,0.002711133314649868
275,use,0.0029415357055614364,0.005891384079250387
276,experts,0.00011196156664766712,0.0001888654668632492
277,users,0.0004987378877941536,0.014018691588785047
278,44,0.0015776402573080368,0.003637183345721283
279,14,0.0042036479114078654,0.007268274257027623
280,netnoteinc,0.02067217653285563,0.004027099148277669
281,zzzz,1.0178324240697012e-05,0.004794745884560553
282,42,0.002595472681377738,0.0027476879211395288
283,localdomain,7.124826968487908e-05,0.0015779405134703725
284,f26113ee9a,1.0178324240697012e-05,1.827730324483057e-05
285,4acef3f4a2,1.0178324240697012e-05,1.827730324483057e-05
286,09,0.005547186711179871,0.014164910014743692
287,03,0.004101864669000896,0.007511971633625364
288,mta03bw,1.0178324240697012e-05,3.0462172074717614e-05
289,15,0.00868211057731455,0.00760945058426446
290,server,0.0011705072876801563,0.0018581924965577745
291,netscape,0.0007023043726080939,0.0003594536304816679
292,bigpond,1.0178324240697012e-05,4.264704090460466e-05
293,messaging,0.0001730315120918492,0.00021323520452302331
294,37,0.002391906196563798,0.003259452411994785
295,51,0.0023511928996010098,0.0028939063470981735
296,g7mdawx26868,1.0178324240697012e-05,3.0462172074717614e-05
297,1000,0.0009669408028662161,0.00044474771229087716
298,v,0.0014758570149010666,0.0008712181213369238
299,djxb5,1.0178324240697012e-05,3.0462172074717614e-05
300,irgs,1.0178324240697012e-05,3.0462172074717614e-05
301,as5,1.0178324240697012e-05,3.0462172074717614e-05
302,h,0.0014147870694568847,0.001456091825171502
303,dr,0.00023410145753603127,0.0002619746798425715
304,joelxzaz,1.0178324240697012e-05,3.0462172074717614e-05
305,lrofdtgfsrg,1.0178324240697012e-05,3.0462172074717614e-05
306,g'2hrr2zt,1.0178324240697012e-05,3.0462172074717614e-05
307,face,0.042413077110984444,0.012775834968136567
308,f,0.0021883397117498575,0.002503990544541788
309,nllb'xhsu,1.0178324240697012e-05,5.483190973449171e-05
310,1w,1.0178324240697012e-05,5.483190973449171e-05
311,y1e,1.0178324240697012e-05,5.483190973449171e-05
312,ql,1.0178324240697012e-05,6.701677856437875e-05
313,u6,1.0178324240697012e-05,5.483190973449171e-05
314,xy6,1.0178324240697012e-05,5.483190973449171e-05
315,q,0.0012315772331243384,0.012020373100683572
316,l06wsi,1.0178324240697012e-05,5.483190973449171e-05
317,buiv,1.0178324240697012e-05,5.483190973449171e-05
318,rv,1.0178324240697012e-05,0.00045693258112076426
319,l,0.000865157560459246,0.0017607135459186782
320,2u,1.0178324240697012e-05,3.0462172074717614e-05
321,p,0.04151738457780311,0.015444321241881831
322,7p7ik,1.0178324240697012e-05,3.0462172074717614e-05
323,attvc,1.0178324240697012e-05,3.0462172074717614e-05
324,m,0.002493689438970768,0.002321217512093482
325,3f,0.00011196156664766712,0.00014012599154370105
326,jd,1.0178324240697012e-05,3.0462172074717614e-05
327,cn,0.0018829899845289471,9.138651622415284e-05
328,zfh,1.0178324240697012e-05,3.0462172074717614e-05
329,xt,3.0534972722091036e-05,3.0462172074717614e-05
330,uthz0qrf7,1.0178324240697012e-05,3.0462172074717614e-05
331,nmh,1.0178324240697012e-05,0.0004203779746311031
332,2,0.029914094943408517,0.03702372393961179
333,insert,9.16049181662731e-05,0.000396008236971329
334,signature,0.00023410145753603127,0.002796427396459077
335,precedence,0.0012112205846429443,0.005525838014353776
336,bulk,0.001862633336047553,0.005245586031266373
337,not,0.009272453383274978,0.010789701348864979
338,keys,1.0178324240697012e-05,0.0002376049421827974
339,there,0.00265654262682192,0.004587603114452473
340,combination,0.00027481475449881934,9.138651622415284e-05
341,editing,5.089162120348506e-05,0.0001035713850540399
342,comps,1.0178324240697012e-05,3.0462172074717614e-05
343,files,0.0004376679423499715,0.001456091825171502
344,also,0.002636185978340526,0.0032107129366752366
345,your,0.03176654995521537,0.00897415589321181
346,specific,0.00023410145753603127,0.0002985292863322326
347,way,0.001699780148196401,0.002723318183479755
348,might,0.00039695464538718346,0.0012855036615530835
349,must,0.0011094373422359742,0.0011758398420841
350,get,0.007257145183616969,0.005623316964992872
351,sedit,1.0178324240697012e-05,9.138651622415284e-05
352,do,0.0063207393534728444,0.004672897196261682
353,but,0.002819395814673072,0.00942499603991763
354,i've,0.0002951714029802133,0.0017607135459186782
355,stewart,1.0178324240697012e-05,0.0001035713850540399
356,uk,0.0016183535542708249,0.0026014694951808845
357,smith,9.16049181662731e-05,0.00014012599154370105
358,ed,0.000865157560459246,0.0008590332525070368
359,ee,0.0005394511847569417,0.0003594536304816679
360,ec69d47c66,1.0178324240697012e-05,1.827730324483057e-05
361,labs,0.009577803110495888,0.002162814217304951
362,single,0.0037558016448171975,0.008084660468630055
363,drop,0.0033283120267079227,0.007572895977774799
364,ist,0.0036133051054474392,0.01297079286941476
365,g7mdcoz08504,1.0178324240697012e-05,1.827730324483057e-05
366,sentto,1.0178324240697012e-05,0.0005665964005897476
367,52736,1.0178324240697012e-05,1.827730324483057e-05
368,returns,0.0001730315120918492,0.00063970561356907
369,2242572,1.0178324240697012e-05,0.0005665964005897476
370,1030023506,1.0178324240697012e-05,1.827730324483057e-05
371,48882,1.0178324240697012e-05,1.827730324483057e-05
372,sxs,1.0178324240697012e-05,6.701677856437875e-05
373,86,0.0003562413484243954,0.00024978981101268446
374,215,0.00023410145753603127,0.000676260220058731
375,dunblane,1.0178324240697012e-05,3.0462172074717614e-05
376,129,0.0009465841543848221,0.0003716384993115549
377,g7mdcni28645,1.0178324240697012e-05,1.827730324483057e-05
378,postbox,1.0178324240697012e-05,6.701677856437875e-05
379,bst,1.0178324240697012e-05,0.00015231086037358809
380,stochasticus,1.0178324240697012e-05,1.827730324483057e-05
381,owner,0.000844800911977852,0.0007006299577185051
382,low,0.0020865564693428873,0.0006031510070794088
383,this,0.023359254132399643,0.01685776602614873
384,personally,7.124826968487908e-05,0.00015231086037358809
385,because,0.0021679830632684634,0.0024186964627325785
386,fraiche,1.0178324240697012e-05,3.0462172074717614e-05
387,recipe,5.089162120348506e-05,0.00014012599154370105
388,used,0.0011705072876801563,0.0011758398420841
389,hasn't,3.0534972722091036e-05,0.00021323520452302331
390,fat,0.0004173112938685775,7.92016473942658e-05
391,creme,1.0178324240697012e-05,4.264704090460466e-05
392,only,0.005587900008142659,0.0033691162314637684
393,time,0.005486116765735689,0.004282981393705297
394,seen,0.0006208777786825177,0.0006153358759092959
395,works,0.0010483673967917923,0.0006275207447391829
396,supposedly,3.0534972722091036e-05,6.701677856437875e-05
397,authentic,1.0178324240697012e-05,1.827730324483057e-05
398,quite,0.00021374480905463726,0.00063970561356907
399,nicely,1.0178324240697012e-05,4.264704090460466e-05
400,except,0.00011196156664766712,0.00031071415516211966
401,dvds,5.089162120348506e-05,0.00017668059803336217
402,now,0.005526830062698477,0.004441384688493828
403,join,0.0005394511847569417,0.0005178569252701995
404,s,0.004956843905219444,0.0039783596729581205
405,free,0.010595635534565589,0.004148947836576539
406,email,0.013099503297777053,0.007268274257027623
407,send,0.004488640990147382,0.0013829826121921798
408,group,0.0006615910756453058,0.0021262596108152895
409,srv0,1.0178324240697012e-05,0.00027415954867245854
410,ems,1.0178324240697012e-05,0.00027415954867245854
411,martin,9.16049181662731e-05,0.0003228990239920067
412,54,0.0022086963602312515,0.0023821418562429177
413,69,0.0006005211302011237,0.0006153358759092959
414,02,0.004081508020519502,0.0071951650440483005
415,50,0.00963887305594007,0.010606928316416674
416,58,0.0018829899845289471,0.0023455872497532564
417,adamson,1.0178324240697012e-05,5.483190973449171e-05
418,nothing,0.0007430176695708818,0.0005909661382495217
419,mama,1.0178324240697012e-05,1.827730324483057e-05
420,make,0.0039797247781125315,0.002552730019861336
421,like,0.0032875987297451346,0.004295166262535184
422,docs,1.0178324240697012e-05,0.00045693258112076426
423,info,0.0023308362511196157,0.0010661760226151167
424,terms,0.00023410145753603127,0.0007006299577185051
425,http,0.0398481394023288,0.08778588748492122
426,g7mdt8z09193,1.0178324240697012e-05,1.827730324483057e-05
427,apparently,1.0178324240697012e-05,0.0004325628434609901
428,56,0.00265654262682192,0.0022724780367739342
429,mercury,3.0534972722091036e-05,0.00012794112271381398
430,spooldir,3.0534972722091036e-05,5.483190973449171e-05
431,playboy,3.0534972722091036e-05,1.827730324483057e-05
432,bang,1.0178324240697012e-05,5.483190973449171e-05
433,go,0.0021883397117498575,0.002540545151031449
434,wants,0.0001730315120918492,0.00040819310580121604
435,out,0.006565019135249573,0.005489283407864114
436,250,0.0011908639361615503,0.0002863444175023456
437,bed,9.16049181662731e-05,7.92016473942658e-05
438,woman,1.0178324240697012e-05,0.00024978981101268446
439,his,0.0012519338816057324,0.0022968477744337084
440,promising,1.0178324240697012e-05,5.483190973449171e-05
441,inheritance,3.0534972722091036e-05,3.0462172074717614e-05
442,sleeps,1.0178324240697012e-05,4.264704090460466e-05
443,000,0.007582851559319274,0.0016144951199600335
444,last,0.0007430176695708818,0.001736343808258904
445,will,0.012936650109925903,0.006281299881806772
446,put,0.0008040876150150639,0.0009565122031461331
447,my,0.005017913850663627,0.00596449329222971
448,all,0.008702467225795945,0.008291803238738136
449,testament,1.0178324240697012e-05,3.0462172074717614e-05
450,gets,0.00013231821512906116,0.0005056720564403125
451,me,0.003552235160003257,0.0032228978055051237
452,told,0.00019338816057324322,0.00045693258112076426
453,newspaper,1.0178324240697012e-05,5.483190973449171e-05
454,bild,1.0178324240697012e-05,1.827730324483057e-05
455,mr,0.0005598078332383356,0.001188024710913987
456,money,0.005526830062698477,0.000932142465486359
457,eden,1.0178324240697012e-05,1.827730324483057e-05
458,end,0.0012315772331243384,0.00224810829911416
459,gone,0.00013231821512906116,0.00020105033569313627
460,attack,7.124826968487908e-05,0.0002619746798425715
461,heart,0.00015267486361045517,0.00020105033569313627
462,then,0.0021883397117498575,0.0028086122652889642
463,253,0.00031552805146160736,0.00022542007335291035
464,80,0.0012112205846429443,0.0015657556446404854
465,mta3,1.0178324240697012e-05,0.00014012599154370105
466,01,0.0042443612083706535,0.009485920384067065
467,g7me1li02942,1.0178324240697012e-05,1.827730324483057e-05
468,transfer,0.006239312759547268,0.003844326115829363
469,7bit,0.001720136796677795,0.002711133314649868
470,encoding,0.00599503297777054,0.005806089997441178
471,once,0.0009872974513476102,0.0010905457602748906
472,you've,0.0005190945362755476,0.0004203779746311031
473,pic,3.0534972722091036e-05,4.264704090460466e-05
474,again,0.0008040876150150639,0.0011392852355944388
475,www,0.021751078902369513,0.0466985097905421
476,sentences,5.089162120348506e-05,4.264704090460466e-05
477,meaningful,1.0178324240697012e-05,4.264704090460466e-05
478,scotsman,1.0178324240697012e-05,3.0462172074717614e-05
479,charles,5.089162120348506e-05,5.483190973449171e-05
480,bronson,1.0178324240697012e-05,5.483190973449171e-05
481,as,0.007908557935021578,0.009851466448963677
482,judge,1.0178324240697012e-05,0.00021323520452302331
483,history,0.0005394511847569417,0.0006031510070794088
484,chance,0.0002951714029802133,0.0001888654668632492
485,described,9.16049181662731e-05,0.00031071415516211966
486,hostage,1.0178324240697012e-05,1.827730324483057e-05
487,health,0.0006615910756453058,0.0002619746798425715
488,has,0.0037150883478544094,0.0065371821272344
489,star,0.00021374480905463726,0.00014012599154370105
490,serial,5.089162120348506e-05,0.00011575625388392694
491,taker,1.0178324240697012e-05,1.827730324483057e-05
492,written,5.089162120348506e-05,0.0003594536304816679
493,movie,0.00019338816057324322,0.0003716384993115549
494,fitness,1.0178324240697012e-05,7.92016473942658e-05
495,fact,0.0004580245908313655,0.0005544115317598606
496,which,0.0020661998208614933,0.004636342589772021
497,title,0.002778682517710284,0.0035153346574224127
498,48,0.0023511928996010098,0.004051468885937443
499,bears,1.0178324240697012e-05,6.701677856437875e-05
500,solitary,1.0178324240697012e-05,3.0462172074717614e-05
501,lean,0.0001730315120918492,1.827730324483057e-05
502,himself,1.0178324240697012e-05,0.00020105033569313627
503,turned,0.00013231821512906116,0.0002376049421827974
504,living,0.0004376679423499715,0.0005178569252701995
505,machine,0.00019338816057324322,0.000396008236971329
506,mean,0.00021374480905463726,0.0005787812694196347
507,into,0.0021679830632684634,0.002735503052309642
508,while,0.0014351437179382785,0.0016144951199600335
509,up,0.004407214396221806,0.005001888654668632
510,wipe,3.0534972722091036e-05,4.264704090460466e-05
511,laugh,0.00011196156664766712,6.701677856437875e-05
512,start,0.002025486523898705,0.0010783608914450035
513,arse,1.0178324240697012e-05,3.0462172074717614e-05
514,mag,1.0178324240697012e-05,5.483190973449171e-05
515,her,0.0005598078332383356,0.0008712181213369238
516,discover,0.0008040876150150639,0.00016449572920347513
517,pleasure,0.00019338816057324322,5.483190973449171e-05
518,creative,5.089162120348506e-05,0.0002619746798425715
519,majesty,0.00013231821512906116,1.827730324483057e-05
520,residing,5.089162120348506e-05,1.827730324483057e-05
521,at,0.00902817360149825,0.01049726449694769
522,edinburgh,1.0178324240697012e-05,4.264704090460466e-05
523,1967,1.0178324240697012e-05,1.827730324483057e-05
524,where,0.0010890806937545803,0.001967856316026758
525,murder,1.0178324240697012e-05,0.00011575625388392694
526,released,0.00015267486361045517,0.00045693258112076426
527,moved,0.00019338816057324322,0.0001888654668632492
528,rooney,1.0178324240697012e-05,1.827730324483057e-05
529,babs,1.0178324240697012e-05,1.827730324483057e-05
530,many,0.001760850093640583,0.0020287806601761932
531,richards,3.0534972722091036e-05,1.827730324483057e-05
532,published,0.0001730315120918492,0.0001888654668632492
533,publisher,5.089162120348506e-05,0.00024978981101268446
534,books,0.0001730315120918492,0.0005056720564403125
535,inside,1.0178324240697012e-05,0.0003228990239920067
536,pragmatic,1.0178324240697012e-05,3.0462172074717614e-05
537,profound,3.0534972722091036e-05,9.138651622415284e-05
538,first,0.0022086963602312515,0.0023334023809233693
539,they,0.0028601091116358603,0.005659871571482533
540,really,0.0007430176695708818,0.001736343808258904
541,have,0.010941698558749288,0.009778357235984355
542,good,0.0015776402573080368,0.001992226053686532
543,original,0.0007023043726080939,0.0028939063470981735
544,robbery,1.0178324240697012e-05,3.0462172074717614e-05
545,series,0.0002544581060174253,0.0004203779746311031
546,term,0.0005801644817197296,0.00027415954867245854
547,added,0.0003765979969057894,0.0007006299577185051
